티커,구성종목명,계약수,평가금액,구성금액,비중
000660,SK하이닉스,5.16,4770355,4313760,0.0
005930,삼성전자,19.12,3598350,3317320,0.0
005380,현대차,6.5,3595317,3295500,0.0
034020,두산에너빌리티,16.32,1599023,1569984,0.0
079031,ADVANCED MICRO DEVICES,4.5,0,0,0.0
2079K3,ALPHABET INC-CL A,5.43,0,0,0.0
231351,AMAZON.COM INC,8.89,0,0,0.0
382221,APPLIED MATERIALS INC,10.05,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,2.54,0,0,0.0
937121,BLOOM ENERGY CORP- A,54.51,0,0,0.0
1135F1,BROADCOM INC,18.8,0,0,0.0
3321L1,CAMECO CORP,29.71,0,0,0.0
5101Q2,CELESTICA INC,6.26,0,0,0.0
717793,CIENA CORP,14.99,0,0,0.0
9247G1,COHERENT CORP,19.6,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,16.12,0,0,0.0
254571,CREDO TECHNOLOGY GROUP HOLDI,8.04,0,0,0.0
3323L1,FABRINET,6.01,0,0,0.0
811000,FUJIKURA LTD,25.37,0,0,0.0
6828A1,GE VERNOVA INC,9.16,0,0,0.0
000218,HUA HONG SEMICONDUCTOR LTD-H,138.78,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,48.74,0,0,0.0
581401,INTEL CORP,20.27,0,0,0.0
824801,KLA CORP,2.43,0,0,0.0
128073,LAM RESEARCH CORP,16.23,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,7.65,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,2.71,0,0,0.0
949181,MICROSOFT CORP,4.49,0,0,0.0
6181S1,MINIMAX GROUP INC,24.15,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,192.31,0,0,0.0
4110L1,NETFLIX INC,25.05,0,0,0.0
7066G1,NVIDIA CORP,63.33,0,0,0.0
2156V1,OKLO INC,27.4,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,22.54,0,0,0.0
731211,ROCKET LAB CORP,61.45,0,0,0.0
0004C2,SANDISK CORP,24.96,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,9.35,0,0,0.0
00ENER,SIEMENS ENERGY AG,22.38,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,13.84,0,0,0.0
8160R1,TESLA INC,11.21,0,0,0.0
8339J1,TRADE DESK INC/THE -CLASS A,55.6,0,0,0.0
100006,UBTECH ROBOTICS CORP LTD-H,106.21,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,17.28,0,0,0.0
100000,WEICHAI POWER CO LTD-H,854.31,0,0,0.0
010010,원화현금,0.0,0,4627757,0.0
H00000,설정현금액,0.0,0,244283396,0.0
