티커,구성종목명,계약수,평가금액,구성금액,비중
005930,삼성전자,154.0,32417000,31416000,0.0
0093D0,KoAct 팔란티어밸류체인액티브,988.0,14731080,14652040,0.0
011070,LG이노텍,28.0,9716000,9548000,0.0
108490,로보티즈,25.0,6400000,6225000,0.0
079031,ADVANCED MICRO DEVICES,109.6,0,0,0.0
122400,ADVANTEST CORP,101.66,0,0,0.0
420682,ARM Holdings PLC,367.21,0,0,0.0
070592,ASML HOLDING,11.66,0,0,0.0
0217D1,AST SpaceMobile Inc,132.93,0,0,0.0
0246W1,AXT Inc,58.54,0,0,0.0
0971T1,Akamai Technologies Inc,246.59,0,0,0.0
3823U1,Applied Optoelectronics Inc,138.86,0,0,0.0
937121,BLOOM ENERGY CORPORATION,236.46,0,0,0.0
1135F1,BROADCOM LTD,33.17,0,0,0.0
9247G1,COHERENT CORP,68.96,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,72.49,0,0,0.0
193501,CORNING INC,94.41,0,0,0.0
717793,Ciena Corp,77.89,0,0,0.0
725731,Circle Internet Group Inc,58.71,0,0,0.0
999081,Comfort Systems USA Inc,6.15,0,0,0.0
3323L1,Fabrinet,12.51,0,0,0.0
1188V1,Fastly Inc,1594.11,0,0,0.0
811000,Fujikura Ltd,255.75,0,0,0.0
6828A1,GE Vernova LLC,7.04,0,0,0.0
581401,INTEL Corp,326.91,0,0,0.0
9338L1,KEYSIGHT TECH,41.91,0,0,0.0
824801,KLA Corp,8.21,0,0,0.0
128073,LAM RESEARCH,40.26,0,0,0.0
5024U1,Lumentum Holdings Inc,73.98,0,0,0.0
738741,MARVELL TECHNOLOGY INC,102.74,0,0,0.0
951121,MICRON TECH,29.77,0,0,0.0
7066G1,NVIDIA Corp,145.1,0,0,0.0
9608A1,Palantir Technologies Inc -A,64.89,0,0,0.0
2703X1,Planet Labs PBC,225.72,0,0,0.0
707001,Robinhood Markets Inc,147.08,0,0,0.0
731211,Rocket Lab USA Inc,297.68,0,0,0.0
0004C2,Sandisk Corp/DE,95.3,0,0,0.0
949724,Strategy Inc,110.0,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,15.61,0,0,0.0
807701,TERADYNE INC,56.45,0,0,0.0
8160R1,TESLA MOTORS,41.88,0,0,0.0
010823,Tower Semiconductor Ltd,105.25,0,0,0.0
2537N1,Vertiv Holdings Co,40.43,0,0,0.0
581021,WESTERN DIGITAL,116.15,0,0,0.0
010010,원화현금,0.0,0,10901515,0.0
H00000,설정현금액,0.0,0,1203277572,0.0
