티커,구성종목명,계약수,평가금액,구성금액,비중
005930,삼성전자,193.0,66199000,66874500,0.0
000660,SK하이닉스,17.0,40494000,42857000,0.0
399720,가온칩스,509.0,28504000,27842300,0.0
440110,파두,218.0,21996200,23108000,0.0
011070,LG이노텍,9.0,11124000,11232000,0.0
356860,티엘비,115.0,11005500,10580000,0.0
108490,로보티즈,23.0,7222000,7095500,0.0
079031,ADVANCED MICRO DEVICES,164.77,0,0,0.0
122400,ADVANTEST CORP,90.87,0,0,0.0
420682,ARM Holdings PLC,217.11,0,0,0.0
070592,ASML HOLDING,8.0,0,0,0.0
3823U1,Applied Optoelectronics Inc,26.07,0,0,0.0
4626A1,Astera Labs Inc,33.27,0,0,0.0
937121,BLOOM ENERGY CORPORATION,180.78,0,0,0.0
9247G1,COHERENT CORP,23.73,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,66.76,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,24.29,0,0,0.0
717793,Ciena Corp,30.58,0,0,0.0
725731,Circle Internet Group Inc,146.36,0,0,0.0
1873S1,Coreweave Inc,66.92,0,0,0.0
3804L1,DATADOG INC - CLASS A,32.23,0,0,0.0
4703L2,Dell Technologies Inc,79.65,0,0,0.0
4959E1,FORTINET INC,83.77,0,0,0.0
811000,Fujikura Ltd,228.6,0,0,0.0
6828A1,GE Vernova LLC,1.84,0,0,0.0
2824C1,HEWLETT PACKARD ENTERPRIS,352.51,0,0,0.0
581401,INTEL Corp,524.32,0,0,0.0
236330,Kioxia Holdings Corp,55.81,0,0,0.0
128073,LAM RESEARCH,43.0,0,0,0.0
5024U1,Lumentum Holdings Inc,45.34,0,0,0.0
738741,MARVELL TECHNOLOGY INC,116.17,0,0,0.0
951121,MICRON TECH,46.12,0,0,0.0
0937P1,MONGODB INC,23.08,0,0,0.0
4110D1,NETAPP INC,163.34,0,0,0.0
974351,PALO ALTO NETWORKS INC,60.7,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,35.98,0,0,0.0
0004C2,Sandisk Corp/DE,46.63,0,0,0.0
334451,Snowflake Inc   - CL A,163.13,0,0,0.0
4615Q1,Space Exploration Technologies Corp,651.77,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,8.65,0,0,0.0
807701,TERADYNE INC,41.0,0,0,0.0
8160R1,TESLA MOTORS,9.56,0,0,0.0
581021,WESTERN DIGITAL,71.64,0,0,0.0
009805,YANDEX NV-A,82.14,0,0,0.0
010010,원화현금,0.0,0,90481527,0.0
H00000,설정현금액,0.0,0,1967970462,0.0
