티커,구성종목명,계약수,평가금액,구성금액,비중
005930,삼성전자,154.0,30954000,31801000,0.0
0093D0,KoAct 팔란티어밸류체인액티브,988.0,14345760,14884220,0.0
011070,LG이노텍,28.0,10122000,10374000,0.0
108490,로보티즈,25.0,5912500,6187500,0.0
079031,ADVANCED MICRO DEVICES,91.6,0,0,0.0
122400,ADVANTEST CORP,101.66,0,0,0.0
420682,ARM Holdings PLC,257.21,0,0,0.0
070592,ASML HOLDING,13.66,0,0,0.0
0217D1,AST SpaceMobile Inc,41.93,0,0,0.0
0246W1,AXT Inc,203.54,0,0,0.0
0760J1,Aehr Test Systems,126.0,0,0,0.0
0971T1,Akamai Technologies Inc,130.59,0,0,0.0
231351,Amazon.com Inc,37.0,0,0,0.0
3823U1,Applied Optoelectronics Inc,170.86,0,0,0.0
937121,BLOOM ENERGY CORPORATION,263.46,0,0,0.0
1135F1,BROADCOM LTD,50.05,0,0,0.0
9247G1,COHERENT CORP,96.96,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,46.49,0,0,0.0
193501,CORNING INC,143.41,0,0,0.0
717793,Ciena Corp,85.89,0,0,0.0
725731,Circle Internet Group Inc,27.71,0,0,0.0
999081,Comfort Systems USA Inc,6.15,0,0,0.0
3323L1,Fabrinet,12.51,0,0,0.0
1188V1,Fastly Inc,1002.11,0,0,0.0
463751,FormFactor Inc,71.0,0,0,0.0
811000,Fujikura Ltd,255.75,0,0,0.0
6828A1,GE Vernova LLC,4.04,0,0,0.0
581401,INTEL Corp,394.91,0,0,0.0
9338L1,KEYSIGHT TECH,41.91,0,0,0.0
824801,KLA Corp,8.21,0,0,0.0
128073,LAM RESEARCH,72.26,0,0,0.0
5024U1,Lumentum Holdings Inc,86.98,0,0,0.0
738741,MARVELL TECHNOLOGY INC,174.74,0,0,0.0
951121,MICRON TECH,38.77,0,0,0.0
0303M1,Meta Platforms Inc-CL A,13.0,0,0,0.0
7066G1,NVIDIA Corp,52.1,0,0,0.0
9608A1,Palantir Technologies Inc -A,8.89,0,0,0.0
2703X1,Planet Labs PBC,97.72,0,0,0.0
509171,Rambus Inc,82.0,0,0,0.0
707001,Robinhood Markets Inc,84.08,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,9.93,0,0,0.0
0004C2,Sandisk Corp/DE,100.3,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,15.61,0,0,0.0
807701,TERADYNE INC,56.45,0,0,0.0
8160R1,TESLA MOTORS,9.88,0,0,0.0
010823,Tower Semiconductor Ltd,105.25,0,0,0.0
2537N1,Vertiv Holdings Co,40.43,0,0,0.0
581021,WESTERN DIGITAL,127.15,0,0,0.0
009805,YANDEX NV-A,63.0,0,0,0.0
010010,원화현금,0.0,0,1490229,0.0
H00000,설정현금액,0.0,0,1305331261,0.0
